[AVG.LOG.SM] ALL 2020-08-13 18:11:32,290 DESKTOP-RLVRLAB PID:10412 THID:10572 ID:AVG.LOG.SM:0.0.0.0 MSG:c00000140718782329488bAJRuW1LODNZ2Dq+4X8Q2ErhCbysilT0+E7HE7I2NLtnP7o5adtue7IWrBYlECWtgpPrTlpWaLVCy2MHoi6ForLPSjkxUsitwH5qA8h6x09BeSk5bjsFA99VUTsrzY/R+w9ftNfLrYZIYySGO8WuBUcXmGiwNazeIK3105x10OhcbkPzAIYKg+eZm/I4Es/74OtMpAL6Z1KAn7FXtS8FoLKzux49+MjDOn7ftzEX/42sF/fj8bmGrRCEVXFe7OLEqgqgBL2wZvcklcw6Wd8Tpx4G2VHVY0Pnpx7ERu10ChfzP2xoEYLGLktAOgVIH+K7ZB/cbgQcROK7sL03tZpqtchw=
[AVG.LOG.SM] ALL 2020-09-09 22:14:55,266 DESKTOP-RLVRLAB PID:9640 THID:5344 ID:AVG.LOG.SM:0.0.0.0 MSG:c00000140725164159632bAM/G5lFG9D7ZFuaRhjjQyEJMnoz4OEPUCT1FkAqRrHupEWvUF9h3h/u0tVzvkm5w3NoclGVYtMyFpuBguxmBoRl7zsc2I73Lr1hr5QXZHh6AlZ3i0SAy1i8LWN8R+GQdEK3gP5IqPDLkJKEwIGERob7r0QiI528gEzNXHtg/NaEcwC0AL4Rz09sFq1sY69YdYaarDVkhOG6DeufIP6XHAWW1LmfNkX2KfbzkU8Xj6W+jum/BTy4zo2rYDGw1UkDl8+q5wO7FcHNuvZfawfQlwSkDI/37ig6G6uNf8x2MuwUeWBS1CSnixZIj+Ib+R54PlMLiQDUjA7+uhzNOSx5yong=
[FMW.LIGHT] ERROR 2020-09-09 22:14:55,412 DESKTOP-RLVRLAB PID:9640 THID:5344 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCIZsD+TafLfXTC2d2Dkdfeyx0RXRpZpsHcNSzWj60nRrnGfAYDYJlfCHcIab+V9oyUZEC/UDXYAcio4Iykx0JSKBLTmAuHey1CRLyA==
[FMW.LIGHT] ERROR 2020-09-09 22:14:55,414 DESKTOP-RLVRLAB PID:9640 THID:5344 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBtfKf0EuClSHYy6aGNCyK2mc7Qm3bUn1vvN0sA==
[FMW.LIGHT] ERROR 2020-09-09 22:14:55,525 DESKTOP-RLVRLAB PID:9640 THID:13304 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aD/kLyVqmkFxUsLq3KvO/5MO0mSMH8VGLH9jknw619gJlYHSZaHGsQDZu0zzoxJGTiCekde6R2HNthw/tmJnI9UX+Sv8+xJtZV9jc4g==
[FMW.LIGHT] ERROR 2020-09-09 22:14:55,525 DESKTOP-RLVRLAB PID:9640 THID:13304 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDMnX0+0QinwKNBe4OBykD/i3pP8xwlLe5xAGew==
[FMW.LIGHT] ERROR 2020-09-09 22:14:55,664 DESKTOP-RLVRLAB PID:9640 THID:5344 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDkxXujl+2rVBhdf9rJI4ZASPg4VTsbsLU8XA3gK8j+mQcP/qTE/a/j2zOGNURyR8BtEd6YTl9co67iVxULvzOzlLFoxdHNGwQu2xqA==
[FMW.LIGHT] ERROR 2020-09-09 22:14:55,664 DESKTOP-RLVRLAB PID:9640 THID:5344 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBORTKdJ/vvifuiCiWS7XEK/928lNnwSS6nk0lA==
[FMW.LIGHT] ERROR 2020-09-09 22:14:55,820 DESKTOP-RLVRLAB PID:9640 THID:5344 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCyImk5Zn/Q+0uZq6sREzkce6Irm5xJJVa0cDyes+EXjR6jCUEs04YD3ZReW88rX6hDlqQ8gd6GLgdowwf14/6qUlZ6XyBfYKt9H87w==
[FMW.LIGHT] ERROR 2020-09-09 22:14:55,821 DESKTOP-RLVRLAB PID:9640 THID:5344 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAuF9z8MV6ZEiq8oszNv+guUxUTs8vm5byPZjPA==
[FMW.LIGHT] ERROR 2020-09-09 22:14:55,991 DESKTOP-RLVRLAB PID:9640 THID:5344 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBtfKZVsoBgOHDwaOEdGmLGLazQXrOAvPxpEFy3q8fyQIG8RL4bjHKz56USheCxsmWm+gKP434Y9LEhKPV4Chw9LQi1M/Sg0GhGdg2w==
[FMW.LIGHT] ERROR 2020-09-09 22:14:55,991 DESKTOP-RLVRLAB PID:9640 THID:5344 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCYTZwUjNyl46mGhjaERFdyxXbS8MH21DyxAloA==
[FMW.LIGHT] ERROR 2020-09-09 22:14:57,639 DESKTOP-RLVRLAB PID:9640 THID:5344 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCrCXUf5H5h741vnWPJxASf5S4PZEbl+MuVN0zdoVJxpTY/q4YBTYIvfZDj+V2QC3ir8FqBLnosVKXqXYoegcwue31meaJe0b+76fgw==
[FMW.LIGHT] ERROR 2020-09-09 22:14:57,640 DESKTOP-RLVRLAB PID:9640 THID:5344 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBORTKdJ/vvifuiCiWS7XEK/928lNnwSS6nk0lA==
[FMW.LIGHT] ERROR 2020-09-09 22:26:45,236 DESKTOP-RLVRLAB PID:9640 THID:1376 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aD/kLyVqmkFxUsLq3KvO/5MO0mSMH8VGLH9jknw619gJlYHSZaHGsQDZu0zzoxJGTiCekde6R2HNthw/tmJnI9UX+Sv8+xJtZV9jc4g==
[FMW.LIGHT] ERROR 2020-09-09 22:26:45,236 DESKTOP-RLVRLAB PID:9640 THID:1376 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aD/kL00CgnAtU3JKjI/Kr48jyuS9bpBOxZ7qV5A==
[FMW.LIGHT] ERROR 2020-09-09 22:26:45,383 DESKTOP-RLVRLAB PID:9640 THID:1376 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDkxXujl+2rVBhdf9rJI4ZASPg4VTsbsLU8XA3gK8j+mQcP/qTE/a/j2zOGNURyR8BtEd6YTl9co67iVxULvzOzlLFoxdHNGwQu2xqA==
[FMW.LIGHT] ERROR 2020-09-09 22:26:45,383 DESKTOP-RLVRLAB PID:9640 THID:1376 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBwx2LnerB/8asWgLVgCW7Pg5mJLzfxdQgsaewQ==
[FMW.LIGHT] ERROR 2020-09-09 22:26:45,536 DESKTOP-RLVRLAB PID:9640 THID:1376 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBORTM8h5sq+f1gi2UC/DF6S7+8URykaokhtF7/30LMb6bBZQmWR2b1q+7xKPhdK/lDyJVz433cNfBtg3SaEobq7jEgWsG7mqnL5u4w==
[FMW.LIGHT] ERROR 2020-09-09 22:26:45,536 DESKTOP-RLVRLAB PID:9640 THID:1376 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCrCXS+RB6kn4utHCNZ1UTvUUwPoYOx22wTEFtg==
[FMW.LIGHT] ERROR 2020-09-09 23:26:45,783 DESKTOP-RLVRLAB PID:9640 THID:10556 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCIZsD+TafLfXTC2d2Dkdfeyx0RXRpZpsHcNSzWj60nRrnGfAYDYJlfCHcIab+V9oyUZEC/UDXYAcio4Iykx0JSKBLTmAuHey1CRLyA==
[FMW.LIGHT] ERROR 2020-09-09 23:26:45,783 DESKTOP-RLVRLAB PID:9640 THID:10556 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAuF9z8MV6ZEiq8oszNv+guUxUTs8vm5byPZjPA==
[FMW.LIGHT] ERROR 2020-09-09 23:26:46,027 DESKTOP-RLVRLAB PID:9640 THID:10556 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDZralSWSgE8+9fX/LYLrKm3Xy873EapOreqO8ULjUH8YGSw3a9mvYAHuBvFWHnd68H6Qn+qNFneb3A+pGxLH4l+dm6NB8ItKPZ2Tqg==
[FMW.LIGHT] ERROR 2020-09-09 23:26:46,027 DESKTOP-RLVRLAB PID:9640 THID:10556 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBtfKf0EuClSHYy6aGNCyK2mc7Qm3bUn1vvN0sA==
[FMW.LIGHT] ERROR 2020-09-10 00:56:46,287 DESKTOP-RLVRLAB PID:9640 THID:9300 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCyImk5Zn/Q+0uZq6sREzkce6Irm5xJJVa0cDyes+EXjR6jCUEs04YD3ZReW88rX6hDlqQ8gd6GLgdowwf14/6qUlZ6XyBfYKt9H87w==
[FMW.LIGHT] ERROR 2020-09-10 00:56:46,287 DESKTOP-RLVRLAB PID:9640 THID:9300 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAuF9z8MV6ZEiq8oszNv+guUxUTs8vm5byPZjPA==
[FMW.LIGHT] ERROR 2020-09-10 02:26:46,567 DESKTOP-RLVRLAB PID:9640 THID:7864 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAQ5rkEN9ANEGjCQdUdf9zVAdP9mmvl4L07dM3z1a4KXfArQVtoifyV0olnDkugJWQ5YSZN4GjyvezPU9ALZwpeMJKqYnHwvUBeRCSA==
[FMW.LIGHT] ERROR 2020-09-10 02:26:46,567 DESKTOP-RLVRLAB PID:9640 THID:7864 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aD/kL00CgnAtU3JKjI/Kr48jyuS9bpBOxZ7qV5A==
[FMW.LIGHT] ERROR 2020-09-10 03:56:46,813 DESKTOP-RLVRLAB PID:9640 THID:2564 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aD/kLyVqmkFxUsLq3KvO/5MO0mSMH8VGLH9jknw619gJlYHSZaHGsQDZu0zzoxJGTiCekde6R2HNthw/tmJnI9UX+Sv8+xJtZV9jc4g==
[FMW.LIGHT] ERROR 2020-09-10 03:56:46,813 DESKTOP-RLVRLAB PID:9640 THID:2564 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aA8raAafrkYznWiaYsWOhOJe6fovLkPBxZrjCGg==
[FMW.LIGHT] ERROR 2020-09-10 05:11:53,885 DESKTOP-RLVRLAB PID:9640 THID:13376 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCIZsD+TafLfXTC2d2Dkdfeyx0RXRpZpsHcNSzWj60nRrnGfAYDYJlfCHcIab+V9oyUZEC/UDXYAcio4Iykx0JSKBLTmAuHey1CRLyA==
[FMW.LIGHT] ERROR 2020-09-10 05:11:53,885 DESKTOP-RLVRLAB PID:9640 THID:13376 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDMnX0+0QinwKNBe4OBykD/i3pP8xwlLe5xAGew==
[AVG.LOG.SM] ALL 2020-09-10 07:26:14,601 DESKTOP-RLVRLAB PID:3676 THID:1684 ID:AVG.LOG.SM:0.0.0.0 MSG:c00000140725365093008bAEA3oyiwODSkrO7WhEo7pWZ/ASNXn0mbRpMNv2T6kC7hF2GZxiuFyTZf7fTj0lscrS/EBTu/mngtUg28W0ySpM3ub1pmR9TCtN25kduVl+WkGXokk1a7pEqqhD7aJx3gY2lmHxsGMgyapcmNpOBS9G4QshwDl2NkdJd9NmS9WX+WB/hp5oF/LHTj0w0VHcw3t+KfCv0LSP62NinUZqgaoSgiFO9w3T9JklTzuicLvCmhd+xhySdFpPJPxe9S4fVsvObDdUfhtv1aCLIYrwVLN+zhagSDCvaX+s0EJXQjQUT+ku6be6+/9nc6hRLGbwxMKFYcf2yVTuZPXv/xbx7QNNA=
[FMW.LIGHT] ERROR 2020-09-10 07:26:14,734 DESKTOP-RLVRLAB PID:3676 THID:1684 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCYTZ21LLxgk69EB3YUVRcCcRTSNQSi95s3JU2x9yqQE3TEdrxcnkw21t5sFQyz3fJiRG8V3MdrhKjlCp54//tbaDmO02qc0MOZwmIg==
[FMW.LIGHT] ERROR 2020-09-10 07:26:14,823 DESKTOP-RLVRLAB PID:3676 THID:1684 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBwx2LnerB/8asWgLVgCW7Pg5mJLzfxdQgsaewQ==
[FMW.LIGHT] ERROR 2020-09-10 07:26:46,760 DESKTOP-RLVRLAB PID:3676 THID:11988 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBtfKZVsoBgOHDwaOEdGmLGLazQXrOAvPxpEFy3q8fyQIG8RL4bjHKz56USheCxsmWm+gKP434Y9LEhKPV4Chw9LQi1M/Sg0GhGdg2w==
[FMW.LIGHT] ERROR 2020-09-10 07:26:46,761 DESKTOP-RLVRLAB PID:3676 THID:11988 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBwx2LnerB/8asWgLVgCW7Pg5mJLzfxdQgsaewQ==
[FMW.LIGHT] ERROR 2020-09-10 07:26:47,465 DESKTOP-RLVRLAB PID:3676 THID:11988 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aALNbkW96pf35xCVAohCCE2Xq1uIiQNf6lgqtxDGFXs5fE8rFw8mXYEpAh5rRs3agSAB0QeC9gyHVmGYAQzkZOJi0GqcLGK74+qxDFQ==
[FMW.LIGHT] ERROR 2020-09-10 07:26:47,465 DESKTOP-RLVRLAB PID:3676 THID:11988 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAQ5rill7DIYG4AwJWNbpyltbH9X66xwxq9U9pA==
[FMW.LIGHT] ERROR 2020-09-10 07:35:45,430 DESKTOP-RLVRLAB PID:3676 THID:11708 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBtfKZVsoBgOHDwaOEdGmLGLazQXrOAvPxpEFy3q8fyQIG8RL4bjHKz56USheCxsmWm+gKP434Y9LEhKPV4Chw9LQi1M/Sg0GhGdg2w==
[FMW.LIGHT] ERROR 2020-09-10 07:35:45,430 DESKTOP-RLVRLAB PID:3676 THID:11708 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDZrajz+UjBg+md3rJIP/LWaR68KrROh01Yj/ig==
[FMW.LIGHT] ERROR 2020-09-10 07:35:45,662 DESKTOP-RLVRLAB PID:3676 THID:11708 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDkxXujl+2rVBhdf9rJI4ZASPg4VTsbsLU8XA3gK8j+mQcP/qTE/a/j2zOGNURyR8BtEd6YTl9co67iVxULvzOzlLFoxdHNGwQu2xqA==
[FMW.LIGHT] ERROR 2020-09-10 07:35:45,662 DESKTOP-RLVRLAB PID:3676 THID:11708 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDZrajz+UjBg+md3rJIP/LWaR68KrROh01Yj/ig==
[FMW.LIGHT] ERROR 2020-09-10 07:35:46,108 DESKTOP-RLVRLAB PID:3676 THID:11708 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCIZsD+TafLfXTC2d2Dkdfeyx0RXRpZpsHcNSzWj60nRrnGfAYDYJlfCHcIab+V9oyUZEC/UDXYAcio4Iykx0JSKBLTmAuHey1CRLyA==
[FMW.LIGHT] ERROR 2020-09-10 07:35:46,108 DESKTOP-RLVRLAB PID:3676 THID:11708 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCyImiYxh8Vi01bKuuBAnlsz8ArXlkdBvEyVysg==
[FMW.LIGHT] ERROR 2020-09-10 08:34:06,493 DESKTOP-RLVRLAB PID:3676 THID:9960 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCYTZ21LLxgk69EB3YUVRcCcRTSNQSi95s3JU2x9yqQE3TEdrxcnkw21t5sFQyz3fJiRG8V3MdrhKjlCp54//tbaDmO02qc0MOZwmIg==
[FMW.LIGHT] ERROR 2020-09-10 08:34:06,494 DESKTOP-RLVRLAB PID:3676 THID:9960 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDkxXoCN41uJB6f/ppZMsYw/Jo4kP5PkxK6expQ==
[FMW.LIGHT] ERROR 2020-09-10 08:44:06,657 DESKTOP-RLVRLAB PID:3676 THID:9960 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDMnXyfcWhisKWD+sMR2wCPPxhPNtlxDkn3J3AGIyEfA3a1WA3sJ5xPXMq2ehil/7bfll+2scRgO5qCs3iLooP7HOlv+TdI0uCTBZ+Q==
[FMW.LIGHT] ERROR 2020-09-10 08:44:06,657 DESKTOP-RLVRLAB PID:3676 THID:9960 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aA8raAafrkYznWiaYsWOhOJe6fovLkPBxZrjCGg==
[FMW.LIGHT] ERROR 2020-09-10 08:44:07,051 DESKTOP-RLVRLAB PID:3676 THID:9960 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aALNbkW96pf35xCVAohCCE2Xq1uIiQNf6lgqtxDGFXs5fE8rFw8mXYEpAh5rRs3agSAB0QeC9gyHVmGYAQzkZOJi0GqcLGK74+qxDFQ==
[FMW.LIGHT] ERROR 2020-09-10 08:44:07,051 DESKTOP-RLVRLAB PID:3676 THID:9960 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAQ5rill7DIYG4AwJWNbpyltbH9X66xwxq9U9pA==
[AVG.LOG.SM] ALL 2020-09-10 17:18:44,478 DESKTOP-RLVRLAB PID:7992 THID:8388 ID:AVG.LOG.SM:0.0.0.0 MSG:c00000140725336912528bABEKfcy2h2vpbz/yWZB7we6ZEF39Nk+iGuWJtMljsm2S3aRcmZQMKXppM98JuUwqHsU2Rw5R0UeO8WXwK+4y45/LCPsysxcOU5kRXyYPnT9/h/xB37GigB3JcACGwjP+ob99MN5gLUWLsPGW3EwhSa61D9+U5sZbtxjdMmDSuFAg/WvxqpLZZjNNnMoHKckyrRdYAJ/KNUoGvdW6Lb4i/pczAQhyUxcCLwnmcm4tK1PX5AHHmgAiq1NQ48NyXb8Zg99XfMNnfhdnCGdyOWhfpvKJQ8y0nfMMScGMzl6DLk8ep9+Dc2hNwrZlZtYO1v8/Iu35l+AyNvWtZNJeDHeJQhI=
[FMW.LIGHT] ERROR 2020-09-10 17:18:44,768 DESKTOP-RLVRLAB PID:7992 THID:8388 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDZralSWSgE8+9fX/LYLrKm3Xy873EapOreqO8ULjUH8YGSw3a9mvYAHuBvFWHnd68H6Qn+qNFneb3A+pGxLH4l+dm6NB8ItKPZ2Tqg==
[FMW.LIGHT] ERROR 2020-09-10 17:18:44,846 DESKTOP-RLVRLAB PID:7992 THID:8388 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCYTZwUjNyl46mGhjaERFdyxXbS8MH21DyxAloA==
[FMW.LIGHT] ERROR 2020-09-10 17:19:14,275 DESKTOP-RLVRLAB PID:7992 THID:3676 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAQ5rkEN9ANEGjCQdUdf9zVAdP9mmvl4L07dM3z1a4KXfArQVtoifyV0olnDkugJWQ5YSZN4GjyvezPU9ALZwpeMJKqYnHwvUBeRCSA==
[FMW.LIGHT] ERROR 2020-09-10 17:19:14,287 DESKTOP-RLVRLAB PID:7992 THID:3676 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBUSkY7OVcxVnvx2hzBkiczApBo/MXtaUvFpxsw==
[FMW.LIGHT] ERROR 2020-09-10 17:32:04,859 DESKTOP-RLVRLAB PID:7992 THID:12624 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBtfKZVsoBgOHDwaOEdGmLGLazQXrOAvPxpEFy3q8fyQIG8RL4bjHKz56USheCxsmWm+gKP434Y9LEhKPV4Chw9LQi1M/Sg0GhGdg2w==
[FMW.LIGHT] ERROR 2020-09-10 17:32:04,859 DESKTOP-RLVRLAB PID:7992 THID:12624 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAuF9z8MV6ZEiq8oszNv+guUxUTs8vm5byPZjPA==
[FMW.LIGHT] ERROR 2020-09-10 19:02:05,181 DESKTOP-RLVRLAB PID:7992 THID:11248 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBORTM8h5sq+f1gi2UC/DF6S7+8URykaokhtF7/30LMb6bBZQmWR2b1q+7xKPhdK/lDyJVz433cNfBtg3SaEobq7jEgWsG7mqnL5u4w==
[FMW.LIGHT] ERROR 2020-09-10 19:02:05,182 DESKTOP-RLVRLAB PID:7992 THID:11248 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBwx2LnerB/8asWgLVgCW7Pg5mJLzfxdQgsaewQ==
[FMW.LIGHT] ERROR 2020-09-10 20:02:41,281 DESKTOP-RLVRLAB PID:7992 THID:11484 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCIZsD+TafLfXTC2d2Dkdfeyx0RXRpZpsHcNSzWj60nRrnGfAYDYJlfCHcIab+V9oyUZEC/UDXYAcio4Iykx0JSKBLTmAuHey1CRLyA==
[FMW.LIGHT] ERROR 2020-09-10 20:02:41,281 DESKTOP-RLVRLAB PID:7992 THID:11484 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDkxXoCN41uJB6f/ppZMsYw/Jo4kP5PkxK6expQ==
[FMW.LIGHT] ERROR 2020-09-10 20:05:50,538 DESKTOP-RLVRLAB PID:7992 THID:3940 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBtfKZVsoBgOHDwaOEdGmLGLazQXrOAvPxpEFy3q8fyQIG8RL4bjHKz56USheCxsmWm+gKP434Y9LEhKPV4Chw9LQi1M/Sg0GhGdg2w==
[FMW.LIGHT] ERROR 2020-09-10 20:05:50,539 DESKTOP-RLVRLAB PID:7992 THID:3940 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aA8raAafrkYznWiaYsWOhOJe6fovLkPBxZrjCGg==
[FMW.LIGHT] ERROR 2020-09-10 20:05:54,370 DESKTOP-RLVRLAB PID:7992 THID:3940 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDkxXujl+2rVBhdf9rJI4ZASPg4VTsbsLU8XA3gK8j+mQcP/qTE/a/j2zOGNURyR8BtEd6YTl9co67iVxULvzOzlLFoxdHNGwQu2xqA==
